,d3mIndex,FIPS,State,Area,RUCCode,POVALL_2016,FIPS_wikidata,State_wikidata
1759,1759,39125,OH,Paulding County,6,2004,Q402945,Q1397
1760,1760,18061,IN,Harrison County,1,3997,Q506498,Q1415
1761,1761,28051,MS,Holmes County,6,7249,Q485426,Q1494
1762,1762,48481,TX,Wharton County,4,7163,Q483916,Q1439
1763,1763,20199,KS,Wallace County,9,179,Q374471,Q1558
1764,1764,41009,OR,Columbia County,1,5537,Q484385,Q824
1765,1765,29125,MO,Maries County,8,1331,Q290157,Q1581
1766,1766,48265,TX,Kerr County,4,7348,Q26528,Q1439
1767,1767,29147,MO,Nodaway County,6,3251,Q489855,Q1581
1768,1768,48037,TX,Bowie County,3,16884,Q108612,Q1439
1769,1769,12097,FL,Osceola County,1,49326,Q501067,Q812
1770,1770,20201,KS,Washington County,9,588,Q373886,Q1558
1771,1771,6003,CA,Alpine County,8,199,N/A,Q99
1772,1772,20207,KS,Woodson County,9,571,Q379540,Q1558
1773,1773,39173,OH,Wood County,2,14060,Q485571,Q1397
1774,1774,24017,MD,Charles County,1,11536,Q501319,Q1391
1775,1775,37153,NC,Richmond County,4,10900,Q507870,Q1454
1776,1776,48069,TX,Castro County,6,1372,Q109830,Q1439
1777,1777,22029,LA,Concordia Parish,7,5239,Q509745,Q1588
1778,1778,6013,CA,Contra Costa County,1,97573,N/A,Q99
1779,1779,17061,IL,Greene County,6,1928,Q377023,Q1204
1780,1780,35001,NM,Bernalillo County,2,107909,Q156297,Q1522
1781,1781,23009,ME,Hancock County,6,5877,Q506351,Q724
1782,1782,23023,ME,Sagadahoc County,2,3245,Q507216,Q724
1783,1783,47147,TN,Robertson County,1,7061,Q495043,Q1509
1784,1784,44005,RI,Newport County,1,7120,Q54260,Q1387
1785,1785,17051,IL,Fayette County,6,3013,Q111584,Q1204
1786,1786,29073,MO,Gasconade County,6,1758,Q490386,Q1581
1787,1787,28143,MS,Tunica County,1,3164,Q484668,Q1494
1788,1788,13039,GA,Camden County,4,7573,Q110504,Q1428
1789,1789,21015,KY,Boone County,1,9662,Q113185,Q1603
1790,1790,20105,KS,Lincoln County,9,373,Q376876,Q1558
1791,1791,12113,FL,Santa Rosa County,2,17308,Q494500,Q812
1792,1792,42107,PA,Schuylkill County,4,17479,Q494207,Q1400
1793,1793,42067,PA,Juniata County,6,2490,Q501270,Q1400
1794,1794,17009,IL,Brown County,7,774,Q109761,Q1204
1795,1795,39081,OH,Jefferson County,3,10469,Q114140,Q1397
1796,1796,18071,IN,Jackson County,4,5677,Q506772,Q1415
1797,1797,19087,IA,Henry County,7,2279,Q178281,Q1546
1798,1798,48261,TX,Kenedy County,9,65,Q27031,Q1439
1799,1799,17197,IL,Will County,1,48627,Q483942,Q1204
1800,1800,45025,SC,Chesterfield County,6,9310,Q502419,Q1456
1801,1801,5061,AR,Howard County,7,2455,N/A,Q1612
1802,1802,48095,TX,Concho County,8,682,Q109795,Q1439
1803,1803,17079,IL,Jasper County,7,1009,Q486431,Q1204
1804,1804,12041,FL,Gilchrist County,3,2825,Q111720,Q812
1805,1805,35029,NM,Luna County,6,6601,Q489652,Q1522
1806,1806,13017,GA,Ben Hill County,7,4467,Q111867,Q1428
1807,1807,46135,SD,Yankton County,7,2428,Q493450,Q1211
1808,1808,22005,LA,Ascension Parish,2,12864,Q51733,Q1588
1809,1809,37081,NC,Guilford County,2,92205,Q502257,Q1454
1810,1810,51023,VA,Botetourt County,2,2560,Q495132,Q1370
1811,1811,18039,IN,Elkhart County,3,26390,Q24645,Q1415
1812,1812,21105,KY,Hickman County,9,884,Q500680,Q1603
1813,1813,39053,OH,Gallia County,6,5995,Q499302,Q1397
1814,1814,42011,PA,Berks County,2,52766,Q490920,Q1400
1815,1815,48399,TX,Runnels County,6,1766,Q112634,Q1439
1816,1816,29169,MO,Pulaski County,5,6044,Q489980,Q1581
1817,1817,51147,VA,Prince Edward County,6,4274,Q505884,Q1370
1818,1818,30005,MT,Blaine County,9,1581,Q192650,Q1212
1819,1819,54055,WV,Mercer County,5,11978,Q501823,Q1371
1820,1820,48245,TX,Jefferson County,2,47920,Q156471,Q1439
1821,1821,22011,LA,Beauregard Parish,6,5243,Q504284,Q1588
1822,1822,13169,GA,Jones County,3,3482,Q493040,Q1428
1823,1823,29167,MO,Polk County,2,5004,Q489861,Q1581
1824,1824,25025,MA,Suffolk County,1,143799,Q54072,Q771
1825,1825,51083,VA,Halifax County,6,6380,Q505886,Q1370
1826,1826,55119,WI,Taylor County,6,2376,Q505638,Q1537
1827,1827,47075,TN,Haywood County,6,3530,Q502069,Q1509
1828,1828,29063,MO,DeKalb County,3,1429,Q484755,Q1581
1829,1829,37155,NC,Robeson County,4,35835,Q507733,Q1454
1830,1830,21235,KY,Whitley County,7,10026,Q506342,Q1603
1831,1831,17143,IL,Peoria County,2,27254,Q113079,Q1204
1832,1832,50025,VT,Windham County,6,5318,Q17174784,Q16551
1833,1833,12049,FL,Hardee County,6,6081,Q488792,Q812
1834,1834,6069,CA,San Benito County,1,6206,N/A,Q99
1835,1835,30047,MT,Lake County,6,5645,Q496700,Q1212
1836,1836,27067,MN,Kandiyohi County,4,4815,Q486313,Q1527
1837,1837,48233,TX,Hutchinson County,6,2783,Q484542,Q1439
1838,1838,51720,VA,Norton city,7,875,Q502984,Q1370
1839,1839,30001,MT,Beaverhead County,7,1291,Q110212,Q1212
1840,1840,38097,ND,Traill County,8,642,Q511524,Q1207
1841,1841,36089,NY,St. Lawrence County,5,17225,Q500569,Q1384
1842,1842,48249,TX,Jim Wells County,4,9459,Q111753,Q1439
1843,1843,19067,IA,Floyd County,7,2004,Q486143,Q1546
1844,1844,21161,KY,Mason County,6,3256,Q491112,Q1603
1845,1845,46069,SD,Hyde County,9,122,Q495672,Q1211
1846,1846,8069,CO,Larimer County,2,37023,N/A,Q1261
1847,1847,45089,SC,Williamsburg County,6,9141,Q502210,Q1456
1848,1848,19165,IA,Shelby County,6,1037,Q485491,Q1546
1849,1849,4019,AZ,Pima County,2,180513,N/A,Q816
1850,1850,29049,MO,Clinton County,1,2089,Q484478,Q1581
1851,1851,51091,VA,Highland County,9,293,Q505861,Q1370
1852,1852,5131,AR,Sebastian County,2,21232,N/A,Q1612
1853,1853,5003,AR,Ashley County,7,3636,N/A,Q1612
1854,1854,41005,OR,Clackamas County,1,35366,Q484404,Q824
1855,1855,29089,MO,Howard County,3,1484,Q490874,Q1581
1856,1856,56019,WY,Johnson County,7,737,Q484268,Q1214
1857,1857,36009,NY,Cattaraugus County,4,11014,Q114923,Q1384
1858,1858,44009,RI,Washington County,1,11789,Q54258,Q1387
1859,1859,39135,OH,Preble County,2,4494,Q489935,Q1397
1860,1860,37141,NC,Pender County,2,8683,Q507826,Q1454
1861,1861,40031,OK,Comanche County,3,18024,Q484590,Q1649
1862,1862,39149,OH,Shelby County,4,4490,Q489546,Q1397
1863,1863,48507,TX,Zavala County,7,3991,Q110407,Q1439
1864,1864,47059,TN,Greene County,6,11398,Q502428,Q1509
1865,1865,54089,WV,Summers County,7,2921,Q501827,Q1371
1866,1866,37131,NC,Northampton County,9,4319,Q506676,Q1454
1867,1867,8111,CO,San Juan County,9,107,N/A,Q1261
1868,1868,18043,IN,Floyd County,1,7759,Q164603,Q1415
1869,1869,2068,AK,Denali Borough,8,121,N/A,Q797
1870,1870,29095,MO,Jackson County,1,105697,Q127238,Q1581
1871,1871,46051,SD,Grant County,7,705,Q490498,Q1211
1872,1872,48329,TX,Midland County,3,15599,Q483937,Q1439
1873,1873,54061,WV,Monongalia County,3,18202,Q488649,Q1371
1874,1874,13201,GA,Miller County,8,1340,Q493107,Q1428
1875,1875,45031,SC,Darlington County,3,13878,Q502285,Q1456
1876,1876,29107,MO,Lafayette County,1,4057,Q490009,Q1581
1877,1877,48313,TX,Madison County,6,1993,Q113117,Q1439
1878,1878,36101,NY,Steuben County,4,12546,Q71100,Q1384
1879,1879,29075,MO,Gentry County,8,952,Q490369,Q1581
1880,1880,55103,WI,Richland County,6,2296,Q501596,Q1537
1881,1881,33009,NH,Grafton County,5,8463,Q54445,Q759
1882,1882,29027,MO,Callaway County,3,4754,Q485213,Q1581
1883,1883,23001,ME,Androscoggin County,3,13210,Q491954,Q724
1884,1884,48101,TX,Cottle County,9,300,Q109622,Q1439
1885,1885,38079,ND,Rolette County,9,3861,Q48856,Q1207
1886,1886,48417,TX,Shackelford County,8,489,Q114550,Q1439
1887,1887,40099,OK,Murray County,7,1816,Q489477,Q1649
1888,1888,45027,SC,Clarendon County,6,8045,Q497871,Q1456
1889,1889,46055,SD,Haakon County,8,209,Q489369,Q1211
1890,1890,13049,GA,Charlton County,6,2725,Q486659,Q1428
1891,1891,18133,IN,Putnam County,1,4080,Q506531,Q1415
1892,1892,47177,TN,Warren County,6,7736,Q494774,Q1509
1893,1893,42105,PA,Potter County,9,2335,Q501340,Q1400
1894,1894,41049,OR,Morrow County,6,1668,Q495368,Q824
1895,1895,4012,AZ,La Paz County,6,4976,N/A,Q816
1896,1896,27051,MN,Grant County,9,700,Q486270,Q1527
1897,1897,47157,TN,Shelby County,1,190199,Q501602,Q1509
1898,1898,18105,IN,Monroe County,3,30977,Q512699,Q1415
1899,1899,19047,IA,Crawford County,6,2345,Q113823,Q1546
1900,1900,51175,VA,Southampton County,6,2544,Q337915,Q1370
1901,1901,46091,SD,Marshall County,9,508,Q495198,Q1211
1902,1902,48431,TX,Sterling County,8,169,Q156618,Q1439
1903,1903,29117,MO,Livingston County,6,2350,Q489999,Q1581
1904,1904,40047,OK,Garfield County,5,8920,Q484729,Q1649
1905,1905,41013,OR,Crook County,6,3192,Q484354,Q824
1906,1906,54051,WV,Marshall County,3,5445,Q504838,Q1371
1907,1907,5085,AR,Lonoke County,2,8881,N/A,Q1612
1908,1908,37161,NC,Rutherford County,4,12096,Q508254,Q1454
1909,1909,47051,TN,Franklin County,6,6143,Q494998,Q1509
1910,1910,39073,OH,Hocking County,6,4054,Q499295,Q1397
1911,1911,27015,MN,Brown County,7,1993,Q110900,Q1527
1912,1912,18003,IN,Allen County,2,54642,Q493443,Q1415
1913,1913,19071,IA,Fremont County,8,790,Q486123,Q1546
1914,1914,31161,NE,Sheridan County,9,831,Q495969,Q1553
1915,1915,27157,MN,Wabasha County,3,1595,Q485412,Q1527
1916,1916,36047,NY,Kings County,1,535092,Q18419,Q1384
1917,1917,46075,SD,Jones County,9,120,Q926589,Q1211
1918,1918,40061,OK,Haskell County,6,2673,Q490690,Q1649
1919,1919,30015,MT,Chouteau County,8,895,Q193230,Q1212
1920,1920,47101,TN,Lewis County,6,2163,Q502077,Q1509
1921,1921,53055,WA,San Juan County,9,1599,Q484146,Q1223
1922,1922,18021,IN,Clay County,3,3666,Q499542,Q1415
1923,1923,29045,MO,Clark County,9,1020,Q182845,Q1581
1924,1924,49021,UT,Iron County,4,9021,Q26723,Q829
1925,1925,20079,KS,Harvey County,2,3528,Q375019,Q1558
1926,1926,28059,MS,Jackson County,3,24525,Q485378,Q1494
1927,1927,31121,NE,Merrick County,7,797,Q496176,Q1553
1928,1928,20047,KS,Edwards County,9,325,Q376764,Q1558
1929,1929,13147,GA,Hart County,6,4286,Q491301,Q1428
1930,1930,40117,OK,Pawnee County,2,2696,Q489471,Q1649
1931,1931,40143,OK,Tulsa County,2,99417,Q489481,Q1649
1932,1932,46121,SD,Todd County,9,4928,Q502081,Q1211
1933,1933,37157,NC,Rockingham County,2,16352,Q505422,Q1454
1934,1934,5123,AR,St. Francis County,6,6973,N/A,Q1612
1935,1935,18079,IN,Jennings County,6,3478,Q512965,Q1415
1936,1936,53043,WA,Lincoln County,8,1279,Q484150,Q1223
1937,1937,27005,MN,Becker County,6,4200,Q111566,Q1527
1938,1938,46107,SD,Potter County,9,219,Q495191,Q1211
1939,1939,1053,AL,Escambia County,6,8020,N/A,Q173
1940,1940,54065,WV,Morgan County,3,2079,Q490953,Q1371
1941,1941,37027,NC,Caldwell County,2,13697,Q497908,Q1454
1942,1942,31009,NE,Blaine County,9,75,Q2613391,Q1553
1943,1943,30061,MT,Mineral County,8,737,Q370329,Q1212
1944,1944,16085,ID,Valley County,8,998,Q491327,Q1221
1945,1945,28013,MS,Calhoun County,7,3146,Q109512,Q1494
1946,1946,21021,KY,Boyle County,7,4562,Q486920,Q1603
1947,1947,23011,ME,Kennebec County,4,16479,Q497172,Q724
1948,1948,31105,NE,Kimball County,6,468,Q489729,Q1553
1949,1949,21107,KY,Hopkins County,4,8154,Q501092,Q1603
1950,1950,1067,AL,Henry County,3,3159,N/A,Q173
1951,1951,38039,ND,Griggs County,9,213,Q48910,Q1207
1952,1952,48303,TX,Lubbock County,3,55089,Q111790,Q1439
1953,1953,27143,MN,Sibley County,8,1328,Q491184,Q1527
1954,1954,1083,AL,Limestone County,2,11511,N/A,Q173
1955,1955,36109,NY,Tompkins County,3,17022,Q56153,Q1384
1956,1956,46119,SD,Sully County,9,102,Q495264,Q1211
1957,1957,45079,SC,Richland County,2,61910,Q505993,Q1456
1958,1958,48423,TX,Smith County,3,34487,Q156278,Q1439
1959,1959,51660,VA,Harrisonburg city,3,12919,Q511935,Q1370
1960,1960,38041,ND,Hettinger County,9,256,Q48867,Q1207
1961,1961,38003,ND,Barnes County,6,1137,Q28308,Q1207
1962,1962,17041,IL,Douglas County,6,1895,Q110325,Q1204
1963,1963,22051,LA,Jefferson Parish,1,69610,Q498276,Q1588
1964,1964,1057,AL,Fayette County,6,3307,N/A,Q173
1965,1965,13121,GA,Fulton County,1,159400,Q486633,Q1428
1966,1966,17153,IL,Pulaski County,9,1183,Q488475,Q1204
1967,1967,42057,PA,Fulton County,8,1527,Q494211,Q1400
1968,1968,13227,GA,Pickens County,1,3447,Q498675,Q1428
1969,1969,26067,MI,Ionia County,2,8487,Q94663,Q1166
1970,1970,26153,MI,Schoolcraft County,7,1162,Q502549,Q1166
1971,1971,48283,TX,La Salle County,6,1561,Q156440,Q1439
1972,1972,47109,TN,McNairy County,6,5623,Q501982,Q1509
1973,1973,27149,MN,Stevens County,7,969,Q490443,Q1527
1974,1974,26159,MI,Van Buren County,2,12282,Q137562,Q1166
1975,1975,6111,CA,Ventura County,2,81792,N/A,Q99
1976,1976,16013,ID,Blaine County,7,2128,Q488582,Q1221
1977,1977,13281,GA,Towns County,9,1558,Q503538,Q1428
1978,1978,56001,WY,Albany County,4,6229,Q109442,Q1214
1979,1979,26015,MI,Barry County,2,4932,Q133854,Q1166
1980,1980,22063,LA,Livingston Parish,2,17396,Q506937,Q1588
1981,1981,37043,NC,Clay County,9,1647,Q502516,Q1454
1982,1982,18059,IN,Hancock County,1,5327,Q506172,Q1415
1983,1983,18089,IN,Lake County,1,79529,Q512951,Q1415
1984,1984,49015,UT,Emery County,9,1263,Q26738,Q829
1985,1985,32019,NV,Lyon County,6,6289,Q835104,Q1227
1986,1986,1117,AL,Shelby County,1,16406,N/A,Q173
1987,1987,17085,IL,Jo Daviess County,6,2145,Q486530,Q1204
1988,1988,23021,ME,Piscataquis County,8,3136,Q507244,Q724
1989,1989,45001,SC,Abbeville County,6,3689,Q306343,Q1456
1990,1990,17007,IL,Boone County,2,5071,Q109756,Q1204
1991,1991,26157,MI,Tuscola County,6,7148,Q82367,Q1166
1992,1992,27159,MN,Wadena County,7,1952,Q491157,Q1527
1993,1993,48443,TX,Terrell County,9,152,Q26898,Q1439
1994,1994,48475,TX,Ward County,6,1464,Q114301,Q1439
1995,1995,39011,OH,Auglaize County,4,4165,Q372364,Q1397
1996,1996,54073,WV,Pleasants County,3,987,Q377952,Q1371
1997,1997,20115,KS,Marion County,6,1271,Q374765,Q1558
1998,1998,51595,VA,Emporia city,6,1172,Q177678,Q1370
1999,1999,26049,MI,Genesee County,2,81761,Q497695,Q1166
2000,2000,20045,KS,Douglas County,3,17501,Q112220,Q1558
2001,2001,48293,TX,Limestone County,6,4608,Q109616,Q1439
2002,2002,26109,MI,Menominee County,7,2965,Q497728,Q1166
2003,2003,47183,TN,Weakley County,7,6591,Q501959,Q1509
2004,2004,54047,WV,McDowell County,7,6882,Q501804,Q1371
2005,2005,41057,OR,Tillamook County,6,3300,Q495359,Q824
2006,2006,47153,TN,Sequatchie County,2,2598,Q502351,Q1509
2007,2007,48127,TX,Dimmit County,6,2940,Q26619,Q1439
2008,2008,22071,LA,Orleans Parish,1,91421,Q486231,Q1588
2009,2009,48049,TX,Brown County,5,6217,Q109170,Q1439
2010,2010,18031,IN,Decatur County,6,3021,Q1124916,Q1415
2011,2011,48497,TX,Wise County,1,7591,Q111316,Q1439
2012,2012,21071,KY,Floyd County,7,11137,Q500702,Q1603
2013,2013,18109,IN,Morgan County,1,7254,Q512259,Q1415
2014,2014,29139,MO,Montgomery County,8,1739,Q490129,Q1581
2015,2015,37111,NC,McDowell County,6,8050,Q507811,Q1454
2016,2016,47093,TN,Knox County,2,65480,Q495003,Q1509
2017,2017,40039,OK,Custer County,7,4984,Q490716,Q1649
2018,2018,39059,OH,Guernsey County,6,7161,Q490168,Q1397
2019,2019,13267,GA,Tattnall County,6,6108,Q505310,Q1428
2020,2020,2164,AK,Lake and Peninsula Borough,9,325,N/A,Q797
2021,2021,49031,UT,Piute County,9,253,Q27245,Q829
2022,2022,27001,MN,Aitkin County,8,2010,Q109986,Q1527
2023,2023,55075,WI,Marinette County,6,4916,Q1130480,Q1537
2024,2024,20065,KS,Graham County,9,311,Q374495,Q1558
2025,2025,28019,MS,Choctaw County,9,1881,Q130083,Q1494
2026,2026,30111,MT,Yellowstone County,3,13581,Q490283,Q1212
2027,2027,51155,VA,Pulaski County,3,4758,Q514038,Q1370
2028,2028,22003,LA,Allen Parish,6,4588,Q65433,Q1588
2029,2029,5089,AR,Marion County,9,3342,N/A,Q1612
2030,2030,56009,WY,Converse County,6,1272,Q484156,Q1214
2031,2031,18167,IN,Vigo County,3,17567,Q507414,Q1415
2032,2032,12031,FL,Duval County,1,131327,Q493605,Q812
2033,2033,1013,AL,Butler County,6,4880,N/A,Q173
2034,2034,38035,ND,Grand Forks County,3,9318,Q135328,Q1207
2035,2035,20123,KS,Mitchell County,7,712,Q376838,Q1558
2036,2036,19079,IA,Hamilton County,6,1383,Q486160,Q1546
2037,2037,18087,IN,Lagrange County,6,3851,Q24464,Q1415
2038,2038,20055,KS,Finney County,5,5155,Q375608,Q1558
2039,2039,13175,GA,Laurens County,6,11931,Q491556,Q1428
2040,2040,6001,CA,Alameda County,1,173386,N/A,Q99
2041,2041,5117,AR,Prairie County,8,1441,N/A,Q1612
2042,2042,29093,MO,Iron County,6,2184,Q490121,Q1581
2043,2043,13141,GA,Hancock County,7,2453,Q493112,Q1428
2044,2044,46033,SD,Custer County,8,882,Q489620,Q1211
2045,2045,13221,GA,Oglethorpe County,3,2272,Q491525,Q1428
2046,2046,19061,IA,Dubuque County,3,9738,Q113756,Q1546
2047,2047,22073,LA,Ouachita Parish,3,37014,Q507078,Q1588
2048,2048,27007,MN,Beltrami County,7,8070,Q110491,Q1527
2049,2049,22009,LA,Avoyelles Parish,6,9758,Q504435,Q1588
2050,2050,26125,MI,Oakland County,1,106650,Q498024,Q1166
2051,2051,12027,FL,DeSoto County,6,9323,Q488796,Q812
2052,2052,35003,NM,Catron County,9,810,Q484482,Q1522
2053,2053,49019,UT,Grand County,7,1202,Q27041,Q829
2054,2054,38047,ND,Logan County,9,238,Q48896,Q1207
2055,2055,36073,NY,Orleans County,1,5905,Q115125,Q1384
2056,2056,10003,DE,New Castle County,1,61319,Q156156,Q1393
2057,2057,19099,IA,Jasper County,6,3542,Q485736,Q1546
2058,2058,24031,MD,Montgomery County,1,71252,Q488659,Q1391
2059,2059,47007,TN,Bledsoe County,8,2889,Q494822,Q1509
2060,2060,48415,TX,Scurry County,7,2377,Q111759,Q1439
2061,2061,48011,TX,Armstrong County,3,197,Q107977,Q1439
2062,2062,29009,MO,Barry County,6,7560,Q485235,Q1581
2063,2063,18173,IN,Warrick County,2,4615,Q503093,Q1415
2064,2064,19033,IA,Cerro Gordo County,5,4907,Q111946,Q1546
2065,2065,1109,AL,Pike County,6,7793,N/A,Q173
2066,2066,37073,NC,Gates County,8,1731,Q509838,Q1454
2067,2067,48379,TX,Rains County,8,1657,Q112698,Q1439
2068,2068,42045,PA,Delaware County,1,58546,Q27844,Q1400
2069,2069,31107,NE,Knox County,9,1076,Q502569,Q1553
2070,2070,51735,VA,Poquoson city,1,650,Q349995,Q1370
2071,2071,21001,KY,Adair County,7,4633,Q181967,Q1603
2072,2072,42041,PA,Cumberland County,2,18620,Q494134,Q1400
2073,2073,27173,MN,Yellow Medicine County,9,963,Q490414,Q1527
2074,2074,18155,IN,Switzerland County,8,1780,Q507459,Q1415
2075,2075,51580,VA,Covington city,6,862,Q511908,Q1370
2076,2076,8091,CO,Ouray County,9,426,N/A,Q1261
2077,2077,48491,TX,Williamson County,1,30201,Q112686,Q1439
2078,2078,13095,GA,Dougherty County,3,26389,Q176480,Q1428
2079,2079,18063,IN,Hendricks County,1,9008,Q506489,Q1415
2080,2080,20139,KS,Osage County,3,1707,Q375002,Q1558
2081,2081,21005,KY,Anderson County,6,2335,Q486099,Q1603
2082,2082,51630,VA,Fredericksburg city,1,3755,Q492342,Q1370
2083,2083,40009,OK,Beckham County,7,3515,Q491646,Q1649
2084,2084,12023,FL,Columbia County,6,11449,Q173867,Q812
2085,2085,27151,MN,Swift County,7,942,Q490420,Q1527
2086,2086,31153,NE,Sarpy County,2,10294,Q496009,Q1553
2087,2087,21199,KY,Pulaski County,5,11876,Q506309,Q1603
2088,2088,12055,FL,Highlands County,4,19035,Q488885,Q812
2089,2089,5083,AR,Logan County,6,3867,N/A,Q1612
2090,2090,51163,VA,Rockbridge County,6,2735,Q513805,Q1370
2091,2091,22001,LA,Acadia Parish,4,14228,Q337402,Q1588
2092,2092,19131,IA,Mitchell County,7,1064,Q485715,Q1546
2093,2093,20169,KS,Saline County,5,6426,Q375991,Q1558
2094,2094,48125,TX,Dickens County,8,406,Q108962,Q1439
2095,2095,17145,IL,Perry County,7,2953,Q486517,Q1204
2096,2096,21031,KY,Butler County,8,2234,Q486075,Q1603
2097,2097,47061,TN,Grundy County,8,2969,Q502386,Q1509
2098,2098,48237,TX,Jack County,6,1315,Q112673,Q1439
2099,2099,49017,UT,Garfield County,9,524,Q26740,Q829
2100,2100,36115,NY,Washington County,3,6479,Q56149,Q1384
2101,2101,51840,VA,Winchester city,3,3966,Q492355,Q1370
2102,2102,24035,MD,Queen Anne's County,1,3528,Q511150,Q1391
2103,2103,38013,ND,Burke County,9,196,Q29118,Q1207
2104,2104,1049,AL,DeKalb County,6,14362,N/A,Q173
2105,2105,54007,WV,Braxton County,8,2998,Q494138,Q1371
2106,2106,40003,OK,Alfalfa County,9,750,Q490796,Q1649
2107,2107,40107,OK,Okfuskee County,6,2792,Q495885,Q1649
2108,2108,46109,SD,Roberts County,9,1801,Q495273,Q1211
2109,2109,19185,IA,Wayne County,9,1134,Q485460,Q1546
2110,2110,51015,VA,Augusta County,4,6590,Q285625,Q1370
2111,2111,20113,KS,McPherson County,6,2704,Q376803,Q1558
2112,2112,53047,WA,Okanogan County,6,8082,Q483958,Q1223
2113,2113,55129,WI,Washburn County,6,1953,Q500793,Q1537
2114,2114,13007,GA,Baker County,3,871,Q376990,Q1428
2115,2115,48219,TX,Hockley County,6,3817,Q483847,Q1439
2116,2116,42131,PA,Wyoming County,2,3021,Q495677,Q1400
2117,2117,40127,OK,Pushmataha County,9,2402,Q489463,Q1649
2118,2118,20109,KS,Logan County,9,275,Q168144,Q1558
2119,2119,48367,TX,Parker County,1,11838,Q110779,Q1439
2120,2120,55031,WI,Douglas County,2,5733,Q494936,Q1537
2121,2121,27049,MN,Goodhue County,4,3513,Q486243,Q1527
2122,2122,37101,NC,Johnston County,2,25065,Q497938,Q1454
2123,2123,20107,KS,Linn County,1,1569,Q376053,Q1558
2124,2124,16043,ID,Fremont County,6,2062,Q494508,Q1221
2125,2125,36065,NY,Oneida County,2,35553,Q115043,Q1384
2126,2126,48047,TX,Brooks County,6,2299,Q26584,Q1439
2127,2127,30107,MT,Wheatland County,9,390,Q496161,Q1212
2128,2128,41039,OR,Lane County,2,66339,Q495409,Q824
2129,2129,35006,NM,Cibola County,6,6712,Q493260,Q1522
2130,2130,28071,MS,Lafayette County,6,9851,Q485383,Q1494
2131,2131,51620,VA,Franklin city,6,1491,Q350001,Q1370
2132,2132,21053,KY,Clinton County,9,2538,Q491850,Q1603
2133,2133,37089,NC,Henderson County,2,13707,Q511747,Q1454
2134,2134,46007,SD,Bennett County,9,1159,Q484231,Q1211
2135,2135,5041,AR,Desha County,6,3125,N/A,Q1612
2136,2136,47073,TN,Hawkins County,3,10717,Q502400,Q1509
2137,2137,27079,MN,Le Sueur County,6,2289,Q491288,Q1527
2138,2138,12083,FL,Marion County,2,58992,Q501014,Q812
2139,2139,19089,IA,Howard County,7,900,Q156647,Q1546
2140,2140,30095,MT,Stillwater County,8,784,Q490750,Q1212
2141,2141,20205,KS,Wilson County,7,1402,Q374256,Q1558
2142,2142,12095,FL,Orange County,1,209800,Q488543,Q812
2143,2143,12063,FL,Jackson County,6,9045,Q488537,Q812
2144,2144,40069,OK,Johnston County,7,2355,Q486651,Q1649
2145,2145,48289,TX,Leon County,8,3090,Q27021,Q1439
2146,2146,18041,IN,Fayette County,7,4071,Q506506,Q1415
2147,2147,40075,OK,Kiowa County,6,1981,Q485006,Q1649
2148,2148,1021,AL,Chilton County,1,7960,N/A,Q173
2149,2149,48025,TX,Bee County,4,6798,Q108397,Q1439
2150,2150,39159,OH,Union County,1,3194,Q489536,Q1397
2151,2151,36025,NY,Delaware County,6,7613,Q115289,Q1384
2152,2152,19021,IA,Buena Vista County,7,2338,Q111957,Q1546
2153,2153,51165,VA,Rockingham County,3,7575,Q513919,Q1370
2154,2154,4007,AZ,Gila County,4,10678,N/A,Q816
2155,2155,5047,AR,Franklin County,2,3103,N/A,Q1612
2156,2156,45077,SC,Pickens County,2,17297,Q513905,Q1456
2157,2157,54101,WV,Webster County,9,2564,Q495137,Q1371
2158,2158,37033,NC,Caswell County,8,4265,Q504428,Q1454
2159,2159,47169,TN,Trousdale County,1,1244,Q501939,Q1509
2160,2160,37097,NC,Iredell County,4,18166,Q502875,Q1454
2161,2161,42027,PA,Centre County,3,24173,Q494248,Q1400
2162,2162,36087,NY,Rockland County,1,46260,Q111098,Q1384
2163,2163,31021,NE,Burt County,8,683,Q113041,Q1553
2164,2164,13273,GA,Terrell County,3,2695,Q503492,Q1428
2165,2165,36071,NY,Orange County,2,46624,Q108618,Q1384
2166,2166,26105,MI,Mason County,7,4355,Q63718,Q1166
2167,2167,20137,KS,Norton County,7,640,Q377162,Q1558
2168,2168,22027,LA,Claiborne Parish,7,4593,Q504318,Q1588
2169,2169,13077,GA,Coweta County,1,13867,Q111928,Q1428
2170,2170,20081,KS,Haskell County,9,402,Q374663,Q1558
2171,2171,44003,RI,Kent County,1,15726,Q54254,Q1387
2172,2172,13193,GA,Macon County,6,3701,Q492021,Q1428
2173,2173,38103,ND,Wells County,9,419,Q48874,Q1207
2174,2174,42091,PA,Montgomery County,1,49697,Q378527,Q1400
2175,2175,31089,NE,Holt County,7,1063,Q496139,Q1553
2176,2176,45019,SC,Charleston County,2,57691,Q181015,Q1456
2177,2177,28153,MS,Wayne County,7,5145,Q266493,Q1494
2178,2178,24033,MD,Prince George's County,1,81629,Q26807,Q1391
2179,2179,31043,NE,Dakota County,3,2405,Q490683,Q1553
2180,2180,51187,VA,Warren County,1,3922,Q510934,Q1370
2181,2181,37173,NC,Swain County,8,2357,Q496197,Q1454
2182,2182,40053,OK,Grant County,9,581,Q486621,Q1649
